 -0.850000 0.485537 0.485442 
 -0.800000 0.527292 0.527190 
 -0.750000 0.569783 0.569684 
 -0.700000 0.612626 0.612540 
 -0.650000 0.655406 0.655339 
 -0.600000 0.697676 0.697632 
 -0.550000 0.738968 0.738947 
 -0.500000 0.778801 0.778801 
 -0.450000 0.816686 0.816703 
 -0.400000 0.852144 0.852172 
 -0.350000 0.884706 0.884739 
 -0.300000 0.913931 0.913965 
 -0.250000 0.939413 0.939442 
 -0.200000 0.960789 0.960811 
 -0.150000 0.977751 0.977765 
 -0.100000 0.990050 0.990057 
 -0.050000 0.997503 0.997505 
 -0.000000 1.000000 1.000000 
 0.050000 0.997503 0.997505 
 0.100000 0.990050 0.990057 
 0.150000 0.977751 0.977765 
 0.200000 0.960789 0.960811 
 0.250000 0.939413 0.939442 
 0.300000 0.913931 0.913965 
 0.350000 0.884706 0.884739 
 0.400000 0.852144 0.852172 
 0.450000 0.816686 0.816703 
 0.500000 0.778801 0.778801 
 0.550000 0.738968 0.738947 
 0.600000 0.697676 0.697632 
 0.650000 0.655406 0.655339 
 0.700000 0.612626 0.612540 
 0.750000 0.569783 0.569684 
 0.800000 0.527292 0.527190 
 0.850000 0.485537 0.485442 
 0.900000 0.444858 0.444783 
 0.950000 0.405555 0.405512 
 1.000000 0.367879 0.367879 
 1.050000 0.332040 0.332089 
 1.100000 0.298197 0.298299 
 1.150000 0.266468 0.266619 
 1.200000 0.236928 0.237119 
 1.250000 0.209611 0.209828 
 1.300000 0.184520 0.184741 
 1.350000 0.161621 0.161824 
 1.400000 0.140858 0.141017 
 1.450000 0.122151 0.122241 
 1.500000 0.105399 0.105399 
 1.550000 0.090491 0.090387 
 1.600000 0.077305 0.077089 
 1.650000 0.065710 0.065390 
 1.700000 0.055576 0.055168 
 1.750000 0.046771 0.046306 
 1.800000 0.039164 0.038685 
 1.850000 0.032631 0.032189 
 1.900000 0.027052 0.026703 
 1.950000 0.022315 0.022115 
 2.000000 0.018316 0.018316 
 2.050000 0.014958 0.015196 
 2.100000 0.012155 0.012649 
 2.150000 0.009828 0.010572 
 2.200000 0.007907 0.008866 
 2.250000 0.006330 0.007437 
 2.300000 0.005042 0.006200 
 2.350000 0.003996 0.005082 
 2.400000 0.003151 0.004022 
 2.450000 0.002473 0.002979 
 2.500000 0.001930 0.001930 
 2.550000 0.001500 0.000876 
 2.600000 0.001159 -0.000161 
 2.650000 0.000892 -0.001134 
 2.700000 0.000682 -0.001980 
 2.750000 0.000520 -0.002615 
 2.800000 0.000394 -0.002954 
 2.850000 0.000297 -0.002907 
 2.900000 0.000223 -0.002403 
 2.950000 0.000166 -0.001395 
 3.000000 0.000123 0.000123 
 3.050000 0.000091 0.002102 
 3.100000 0.000067 0.004426 
 3.150000 0.000049 0.006903 
 3.200000 0.000036 0.009268 
 3.250000 0.000026 0.011179 
 3.300000 0.000019 0.012241 
 3.350000 0.000013 0.012029 
 3.400000 0.000010 0.010129 
 3.450000 0.000007 0.006193 
 3.500000 0.000005 0.000005 
 3.550000 0.000003 -0.008443 
 3.600000 0.000002 -0.018865 
 3.650000 0.000002 -0.030600 
 3.700000 0.000001 -0.042542 
 3.750000 0.000001 -0.053094 
 3.800000 0.000001 -0.060161 
 3.850000 0.000000 -0.061210 
 3.900000 0.000000 -0.053404 
 3.950000 0.000000 -0.033855 
 4.000000 0.000000 0.000000 
 4.050000 0.000000 0.049869 
 4.100000 0.000000 0.115912 
 4.150000 0.000000 0.195884 
 4.200000 0.000000 0.284139 
 4.250000 0.000000 0.370554 
 4.300000 0.000000 0.439467 
 4.350000 0.000000 0.468809 
 4.400000 0.000000 0.429680 
 4.450000 0.000000 0.286746 
 4.500000 0.000000 0.000000 
 4.550000 0.000000 -0.471403 
 4.600000 0.000000 -1.162214 
 4.650000 0.000000 -2.089770 
 4.700000 0.000000 -3.236548 
 4.750000 0.000000 -4.524342 
 4.800000 0.000000 -5.777222 
 4.850000 0.000000 -6.669602 
 4.900000 0.000000 -6.654839 
 4.950000 0.000000 -4.868620 
 5.000000 0.000000 0.000000 
